feature,importance
시장금리국고채3년,0.48650092202593975
난방유(-1~-5),0.12585675768750296
VIXCLS,0.07444371789582355
금(-1~-5),0.061456395885536745
육우(-6~-10),0.04607322055519498
구리_미국(-11~-15),0.045492547285439194
난방유(-6~-10),0.039848864766036204
니켈(-16~-20),0.00990735711043427
런던_가스오일(-16~-20),0.00952402684008944
코스피수익률표준편차(-16~-20),0.009202842239517912
WTI유(-16~-20),0.009079623491534999
난방유(-16~-20),0.00894031775751791
미국_원면(-11~-15),0.008464659462989313
육우(-1~-5),0.0037675620061782106
원목(-11~-15),0.0036933340634390647
구리_미국(-6~-10),0.0036786930956459324
돈육(-1~-5),0.0034949794094816973
원달러환율수익률표준편차(-1~-5),0.0034037188055232944
오렌지주스(-6~-10),0.003164989163029629
아연(-6~-10),0.0031005336252993886
구리_영국(-6~-10),0.0030583041350623354
알루미늄(-1~-5),0.0029160574311059497
구리_영국(-16~-20),0.0025905178948963914
런던_가스오일(-1~-5),0.002411367380628667
미국_소맥(-1~-5),0.0022412087117245766
구리_미국(-16~-20),0.0009250768527386095
코스닥변동률(-20),0.0008665595770534965
미국_설탕(-6~-10),0.0008478814431014511
귀리(-1~-5),0.0008181402091393213
생우(-1~-5),0.000730108020430913
나스닥수익률표준편차(-6~-10),0.0006810695981840431
미국10년물국채금리수익률(-20),0.0006205653577859268
원목(-16~-20),0.0006032784319578936
납(-1~-5),0.000574349290776287
미국_커피(-6~-10),0.0005598847201854838
미국_설탕(-1~-5),0.0005397754391202206
런던_소맥(-6~-10),0.0005397754391202205
미국_옥수수(-6~-10),0.0005397754391202205
주석(-16~-20),0.0005397754391202205
런던_설탕(-6~-10),0.0005397754391202205
11~15일 수익률 표준편차,0.000539668935149003
환율변동률(-20),0.000508023942701384
미국_커피(-1~-5),0.000508023942701384
런던_설탕(-11~-15),0.000508023942701384
런던 코코아 선물 과거 데이터(-16~-20),0.000508023942701384
육우(-11~-15),0.000508023942701384
런던_소맥(-11~-15),0.0004905606196710239
귀리(-11~-15),0.00048473951199423735
알루미늄(-11~-15),0.00047755715043534233
미국_원면(-6~-10),0.0004762724462825474
미국_소맥(-6~-10),0.0004689136875213256
미국_대두(-11~-15),0.00045598676801495753
미국_대두박(-1~-5),0.0004445209498637109
런던 코코아 선물 과거 데이터(-1~-5),0.0004445209498637109
미국_대두박(-11~-15),0.0004445209498637109
코스피변동률(-20),0.00043570108974736745
원달러환율수익률표준편차(-11~-15),0.0004170529100372262
가솔린(-16~-20),0.00041276945344487437
미국_대두박(-16~-20),0.00041276945344487437
오렌지주스(-11~-15),0.00039566558131736844
nasdaq(-20),0.00039530613041451437
주석(-1~-5),0.0003810179570260379
알루미늄(-16~-20),0.00037427825259751075
1~5일 수익률 표준편차,0.0003635845882375818
브렌트유(-6~-10),0.00036197704392203705
생우(-16~-20),0.00036197704392203705
주석(-11~-15),0.0003492664606072014
원달러환율수익률표준편차(-6~-10),0.0003315035951577952
런던_설탕(-16~-20),0.0003208099307978663
미국_대두유(-11~-15),0.0003208099307978663
미국_소맥(-11~-15),0.0003175149641883649
원달러환율수익률표준편차(-16~-20),0.0002994226020780085
구리_영국(-1~-5),0.00028576346776952843
탄소배출권(-11~-15),0.00025401197135069194
납(-16~-20),0.00022226047493185548
주석(-6~-10),0.00022226047493185546
런던_소맥(-1~-5),0.00012965194371024902
미국_커피(-16~-20),0.00012965194371024902
WTI유(-6~-10),0.00010372155496819924
현미(-1~-5),9.507809205418264e-05
나스닥수익률표준편차(-1~-5),9.507809205418264e-05
은(-11~-15),9.507809205418264e-05
육우(-16~-20),8.643462914016604e-05
코스닥수익률표준편차(-6~-10),8.643462914016604e-05
돈육(-6~-10),8.643462914016604e-05
미국_대두유(-6~-10),8.643462914016604e-05
금(-11~-15),8.643462914016602e-05
가솔린(-1~-5),7.779116622614944e-05
아연(-1~-5),7.779116622614944e-05
탄소배출권(-6~-10),7.779116622614944e-05
니켈(-11~-15),7.779116622614944e-05
브렌트유(-1~-5),7.779116622614944e-05
귀리(-6~-10),7.779116622614944e-05
WTI유(-1~-5),7.779116622614944e-05
오렌지주스(-1~-5),7.779116622614944e-05
납(-11~-15),7.779116622614942e-05
런던_가스오일(-6~-10),6.914770331213282e-05
코스닥수익률표준편차(-1~-5),6.914770331213282e-05
니켈(-6~-10),6.914770331213282e-05
6~10일 수익률 표준편차,6.914770331213282e-05
나스닥수익률표준편차(-11~-15),6.914770331213281e-05
생우(-6~-10),6.050424039811622e-05
미국_원면(-1~-5),6.050424039811622e-05
금(-6~-10),6.050424039811622e-05
코스피수익률표준편차(-1~-5),6.050424039811622e-05
천연가스(-1~-5),5.186077748409962e-05
런던_커피(-11~-15),5.186077748409962e-05
미국_대두(-16~-20),5.186077748409962e-05
백금(-6~-10),5.186077748409962e-05
코스피수익률표준편차(-11~-15),5.186077748409962e-05
천연가스(-6~-10),5.186077748409962e-05
금(-16~-20),5.186077748409962e-05
돈육(-16~-20),5.186077748409962e-05
나스닥수익률표준편차(-16~-20),5.1860777484099604e-05
미국_대두유(-16~-20),5.1860777484099604e-05
