feature,importance
시장금리국고채3년,0.4864663481742836
난방유(-1~-5),0.1258221838358469
VIXCLS,0.07445236135873755
금(-1~-5),0.061509864207336395
육우(-6~-10),0.04607322055519497
구리_미국(-11~-15),0.045544408062923286
난방유(-6~-10),0.03982293437729415
미국_원면(-11~-15),0.010149678631391258
런던_가스오일(-16~-20),0.009444805525775124
난방유(-16~-20),0.009340605218461782
니켈(-16~-20),0.008841581311571032
WTI유(-16~-20),0.008677796327610753
코스피수익률표준편차(-16~-20),0.008592213431522196
구리_미국(-6~-10),0.0039044815146243262
원달러환율수익률표준편차(-1~-5),0.003543295598088886
오렌지주스(-6~-10),0.0035206059229205937
아연(-6~-10),0.003385027033212163
돈육(-1~-5),0.0033622596700355186
구리_영국(-6~-10),0.0033072358669860137
원목(-11~-15),0.003134507726467545
알루미늄(-1~-5),0.0028449340791277546
육우(-1~-5),0.0027804785413975157
구리_영국(-16~-20),0.0026527402547850618
런던_가스오일(-1~-5),0.0024121307998486215
미국_소맥(-1~-5),0.0023415891797419672
미국_설탕(-6~-10),0.001064939864689214
코스닥변동률(-20),0.0008409586849723968
귀리(-1~-5),0.0007335793842427403
미국_대두박(-11~-15),0.0006985329212144031
구리_미국(-16~-20),0.0006607007136889386
미국_커피(-1~-5),0.00063502992837673
미국_대두(-11~-15),0.0006232113158208298
미국_원면(-6~-10),0.0006032784319578936
코스피변동률(-20),0.0005944585718415501
11~15일 수익률 표준편차,0.0005931372569486471
납(-16~-20),0.000571526935539057
런던 코코아 선물 과거 데이터(-1~-5),0.000571526935539057
미국_소맥(-11~-15),0.000571526935539057
nasdaq(-20),0.0005425977943574505
주석(-11~-15),0.0005397754391202205
주석(-1~-5),0.0005397754391202205
미국10년물국채금리수익률(-20),0.0005136686531758438
환율변동률(-20),0.000508023942701384
원목(-16~-20),0.000508023942701384
런던 코코아 선물 과거 데이터(-16~-20),0.000508023942701384
미국_소맥(-6~-10),0.0004989444791551999
생우(-1~-5),0.0004905606196710239
생우(-16~-20),0.00048210021045753417
탄소배출권(-11~-15),0.00047627244628254745
납(-1~-5),0.00047327369384299073
나스닥수익률표준편차(-6~-10),0.0004616314784894173
구리_영국(-1~-5),0.00044452094986371097
가솔린(-16~-20),0.0004445209498637109
런던_설탕(-6~-10),0.0004445209498637109
알루미늄(-11~-15),0.00043683269444153917
귀리(-11~-15),0.000424235271596121
육우(-11~-15),0.00041276945344487437
미국_설탕(-1~-5),0.00041276945344487437
런던_소맥(-11~-15),0.00040112723809130094
오렌지주스(-11~-15),0.0003956655813173684
알루미늄(-16~-20),0.0003849719169574395
주석(-16~-20),0.00038101795702603794
미국_대두박(-16~-20),0.0003810179570260379
런던_소맥(-6~-10),0.0003810179570260379
원달러환율수익률표준편차(-6~-10),0.0003742782525975107
미국_커피(-6~-10),0.0003607322787584479
미국_대두박(-1~-5),0.00034926646060720145
경기국면,0.00034926646060720145
브렌트유(-6~-10),0.0003319462522881627
미국_대두유(-11~-15),0.00032080993079786627
미국_옥수수(-6~-10),0.0003175149641883649
주석(-6~-10),0.0003175149641883649
1~5일 수익률 표준편차,0.0003101162664379374
원달러환율수익률표준편차(-11~-15),0.0003101162664379374
런던_설탕(-16~-20),0.0003101162664379374
런던_설탕(-11~-15),0.00028576346776952843
원달러환율수익률표준편차(-16~-20),0.00023526061591843525
천연가스(-1~-5),0.000129651943710249
니켈(-11~-15),0.00010372155496819922
코스닥수익률표준편차(-6~-10),0.00010372155496819922
런던_커피(-6~-10),9.507809205418264e-05
생우(-6~-10),8.643462914016602e-05
가솔린(-1~-5),8.643462914016602e-05
6~10일 수익률 표준편차,8.643462914016602e-05
은(-1~-5),8.643462914016602e-05
현미(-1~-5),8.643462914016602e-05
금(-16~-20),8.643462914016601e-05
WTI유(-6~-10),7.779116622614942e-05
나스닥수익률표준편차(-16~-20),7.779116622614942e-05
아연(-1~-5),7.779116622614942e-05
납(-11~-15),7.779116622614942e-05
천연가스(-6~-10),7.779116622614941e-05
원목(-1~-5),6.914770331213282e-05
런던_가스오일(-6~-10),6.914770331213282e-05
구리_영국(-11~-15),6.914770331213282e-05
육우(-16~-20),6.914770331213282e-05
브렌트유(-1~-5),6.914770331213282e-05
코스피수익률표준편차(-11~-15),6.914770331213282e-05
런던_커피(-11~-15),6.914770331213282e-05
돈육(-6~-10),6.914770331213282e-05
런던_설탕(-1~-5),6.914770331213282e-05
코스닥수익률표준편차(-1~-5),6.914770331213282e-05
나스닥수익률표준편차(-1~-5),6.914770331213281e-05
런던_소맥(-1~-5),6.050424039811621e-05
코스닥수익률표준편차(-11~-15),6.050424039811621e-05
미국_커피(-16~-20),6.050424039811621e-05
나스닥수익률표준편차(-11~-15),6.05042403981162e-05
가솔린(-6~-10),6.05042403981162e-05
알루미늄(-6~-10),6.05042403981162e-05
금(-11~-15),6.05042403981162e-05
은(-11~-15),5.186077748409961e-05
니켈(-6~-10),5.186077748409961e-05
귀리(-6~-10),5.186077748409961e-05
금(-6~-10),5.186077748409961e-05
kospi200(-20),5.186077748409961e-05
WTI유(-1~-5),5.186077748409961e-05
미국_원면(-1~-5),5.186077748409961e-05
코스피수익률표준편차(-6~-10),4.3217314570083005e-05
탄소배출권(-6~-10),4.3217314570083005e-05
오렌지주스(-1~-5),4.3217314570083005e-05
난방유(-11~-15),4.3217314570083e-05
미국_대두유(-6~-10),4.321731457008299e-05
미국_대두유(-16~-20),3.4573851656066405e-05
코스피수익률표준편차(-1~-5),3.4573851656066405e-05
돈육(-16~-20),2.59303887420498e-05
백금(-6~-10),2.59303887420498e-05
미국_대두(-16~-20),2.59303887420498e-05
런던 코코아 선물 과거 데이터(-6~-10),0.0
코스닥수익률표준편차(-16~-20),0.0
탄소배출권(-16~-20),0.0
아연(-16~-20),0.0
16~20일 수익률 표준편차,0.0
아연(-11~-15),0.0
탄소배출권(-1~-5),0.0
납(-6~-10),0.0
백금(-1~-5),0.0
미국_대두(-1~-5),0.0
미국_대두(-6~-10),0.0
백금(-16~-20),0.0
런던_가스오일(-11~-15),0.0
putcall(-20),0.0
백금(-11~-15),0.0
미국_커피(-11~-15),0.0
구리_미국(-1~-5),0.0
런던 코코아 선물 과거 데이터(-11~-15),0.0
브렌트유(-11~-15),0.0
미국_원면(-16~-20),0.0
귀리(-16~-20),0.0
WTI유(-11~-15),0.0
오렌지주스(-16~-20),0.0
미국_소맥(-16~-20),0.0
원목(-6~-10),0.0
미국_대두유(-1~-5),0.0
런던_소맥(-16~-20),0.0
니켈(-1~-5),0.0
천연가스(-11~-15),0.0
미국_설탕(-11~-15),0.0
미국_설탕(-16~-20),0.0
은(-6~-10),0.0
미국_대두박(-6~-10),0.0
가솔린(-11~-15),0.0
미국_옥수수(-16~-20),0.0
미국_옥수수(-11~-15),0.0
생우(-11~-15),0.0
미국_옥수수(-1~-5),0.0
런던_커피(-1~-5),0.0
돈육(-11~-15),0.0
런던_커피(-16~-20),0.0
은(-16~-20),0.0
브렌트유(-16~-20),0.0
현미(-16~-20),0.0
현미(-11~-15),0.0
현미(-6~-10),0.0
천연가스(-16~-20),0.0
